wavelength[nm],wavelength_err[nm],QE,QE_err
421.24208134214473,1.7331591671119694e-08,76.59416826095982,0.8075495463581354
422.21071463185854,2.2684744075458498e-08,77.23397526531453,0.6616975464677105
423.2830876032267,3.6721019518687525e-08,77.86605694644261,0.4980924412877486
424.2788053312125,6.880118419316325e-09,78.19153701172233,0.35582026198624234
425.2432081194111,1.64214154606418e-08,78.46204703458419,0.322247294246369
426.2005436063434,5.2920278663325294e-08,78.61410479045493,0.30267292198040624
427.1665212067202,5.09342954354524e-08,78.8820959787621,0.3964088017413955
428.1947042661468,5.810688051496874e-08,79.2538266533111,0.6165715903088106
429.1670997948088,4.867507449327422e-08,79.71845198179447,0.691925911440535
430.1843009130909,6.687094518485339e-08,80.27488802214522,0.6468153888662647
431.1109562440448,7.439829631835191e-08,80.78487160238853,0.5801513068351536
432.095146736968,4.504344988747893e-08,81.32126731121082,0.6451018561693831
433.1132923970516,2.618923610617409e-08,81.58807788532935,0.4603155331450596
434.1336964114186,7.882232951270263e-08,81.90279310767346,0.26044227491219835
435.0920627545768,6.33379085981398e-08,81.80749114892326,0.35338283594404857
436.05727222152177,1.2640567449647384e-07,81.80846346459758,0.3788006297592718
437.0251664737777,8.26265793607495e-08,81.98299343532729,0.40210603621778473
438.0361663954232,3.322908327503207e-08,82.07009567825122,0.25226589168385427
439.0107609552688,9.015470960669905e-08,82.32341609536935,0.34304704436510647
439.99933169377846,9.24182049677708e-08,82.48218436712438,0.2861128808073031
440.9458914552435,1.1588468397730224e-07,82.63665819800606,0.38480027141381495
441.9579218714314,1.0779627972851779e-07,82.79033272937743,0.4324941848591564
442.9073874220786,7.361105794682553e-08,82.9017061444028,0.5201245291836395
443.89230306436025,5.920709156289863e-08,83.01066298391687,0.5224183706859329
444.8965579356291,9.756298440337417e-08,83.23090624135291,0.5221318710363984
445.8713217951443,1.1556602580163627e-07,83.32874702196546,0.29742867288544494
446.878426848486,7.38214091106284e-08,83.66903723349287,0.24682247434481366
447.8340900294058,9.222281567242897e-08,83.82450232607734,0.31535442078793574
448.8120129063692,5.965989054597764e-08,84.13663330887816,0.3903946586646804
449.812080344801,7.137971353937238e-08,84.40413226834983,0.46275302243287975
450.8292241179402,1.0534624488064797e-07,84.5225852396515,0.46121616700804513
451.82120902251785,4.896448182526523e-08,84.65284377655836,0.54170220616038
452.7983272504956,6.651815991557355e-08,84.68148922454283,0.4307982297249938
453.7704051045933,3.015295640499669e-08,84.724947683575,0.4179277644716465
454.7389806925479,5.372208155746319e-08,84.94767666355267,0.40958678628974843
455.7310096679788,3.727269419676714e-08,85.00326725684909,0.4011488935375852
456.7423534523608,3.3207531616065043e-08,85.19718555893236,0.4805248142466537
457.75821473281314,6.127441383882353e-08,85.41568920880691,0.4825017735347027
458.7455996878574,2.4157176519682333e-08,85.65377394017742,0.4667375810494527
459.7250215460844,3.5517740143051666e-08,85.71499961542342,0.43095981321194476
460.6870799013618,1.7483441271649518e-08,85.70041477751697,0.5239319563251726
461.73976478932576,1.9025837544473687e-08,85.85126969861055,0.6095232263598298
462.7682182605552,2.5986978368972345e-08,85.67727588917857,0.5531503486612241
463.71692223770384,1.7795965512670372e-08,85.74476290124711,0.489825536137675
464.7375009394555,1.5354616340397942e-09,85.76686573203618,0.27623631693964595
465.6716459654211,3.082137885366615e-09,85.8219187991371,0.20734660396485763
466.6653426624004,8.716435978734459e-09,85.93317080905695,0.23780266561304508
467.6857760262801,6.309550288189674e-09,86.1530126194388,0.34312471901407293
468.682351158894,1.6884843273575272e-08,86.38697658596998,0.4349684098916659
469.7024561079329,6.202328493348456e-09,86.48931619400155,0.4885965417045658
470.703789588067,1.5694457970263646e-08,86.50504348012105,0.437734449450868
471.6891319934645,8.383593091314369e-09,86.5292338203974,0.39875532990784246
472.6814304935018,3.6066132453337614e-08,86.40547034891175,0.41318803749650884
473.7308830191277,2.981405974217672e-08,86.408554658414,0.3229928740295828
474.7761283381683,2.3756659475072176e-08,86.29620106108923,0.42488759929811226
475.7622287919844,5.6898908026412713e-08,86.39600142482101,0.4951866627745772
476.7767165596259,7.55071436222442e-08,86.48716776591102,0.6453839117811402
477.7391279467695,8.14021887739195e-08,86.84315246706024,0.8208329081624514
478.7350295139968,1.0031796030401477e-07,87.04461120140782,0.9543077212960536
479.8085757908082,9.885335886812026e-08,87.33619124811435,0.8395291668344796
480.8466831190128,9.604602415807817e-08,87.56287628432773,0.9374326609449026
481.85784710967215,1.7045685770349237e-07,87.73631974651236,0.8994305868391417
482.8695685944976,1.4799876868742066e-07,87.9226424378138,0.8629339144398148
483.8869293316645,1.5071391138514948e-07,87.99440015468512,0.7893777210843104
484.8936776914446,1.2743785135101558e-07,88.0800390184047,0.6186636760103901
485.9117458332812,1.6537637183717468e-07,88.00530910580433,0.4914232567103656
486.9581289136393,1.6878765904078246e-07,87.9565471179116,0.511960326109592
488.0309709837776,1.410290321761019e-07,87.88363974634603,0.5422495386686603
489.0249129337504,1.94464314572384e-07,87.81954614105605,0.5814855181061388
490.0198747404061,1.4699867542013712e-07,87.76685574948618,0.5784443728632469
491.0551862691431,1.3725822410665806e-07,87.90984387730332,0.6511783836978233
492.0590997697877,1.396215611004093e-07,87.94383676949629,0.7458928803672014
493.11288617959485,2.036200367149655e-07,87.9498955823418,0.6362276516151386
494.1307396629195,2.054081935269644e-07,87.91423486988386,0.6010829802634798
495.1786583181433,1.5435810084797625e-07,87.75828360978396,0.6581189878870437
496.16226677561656,1.6833304009813413e-07,87.67402714656025,0.47579724589258554
497.1914384855087,1.5782996074262546e-07,87.38426840422726,0.4521278679121161
498.20132672701294,1.2890599575643318e-07,87.20049211011987,0.3996567199036519
499.2318192393657,1.65007260231208e-07,87.07550377603134,0.4838219060724748
500.1946165002364,1.792996859659292e-07,87.01132431291514,0.6993314349754801
501.2282157834345,1.7906332104059699e-07,86.97421239363149,0.7568378263039087
502.2777593709595,1.2950083116660033e-07,87.05138065245234,0.9053785650548785
503.2075862860885,1.534777880504192e-07,87.11633614808999,0.8767492421174223
504.20386738922224,1.0472768144100293e-07,87.14902289208209,0.8869658242372147
505.19839114459256,1.659332430755119e-07,87.30413188970215,0.8921365268381957
506.2313248819655,1.7582194957944454e-07,87.3639517838024,0.8929451812035338
507.20154954491016,1.673214747610162e-07,87.24868295842514,0.7796561680767606
508.2206244899101,1.4137705309384208e-07,87.04529640342679,0.7286156546087665
509.1828551158172,1.7082098569823762e-07,86.96577388445446,0.6827443833331032
510.1824710196392,1.1148103733994033e-07,86.78742842976317,0.6046631996140517
511.1900294716515,9.833194928950367e-08,86.70024512822827,0.5625613219222222
512.1955590720992,1.3886040406611653e-07,86.54470284484235,0.6138008998767633
513.1595387850633,1.105543065504086e-07,86.36609945725502,0.7000010433537703
514.1921374806457,1.0165835596842649e-07,86.26529047287346,0.7308947496041704
515.2135815808531,6.039335957842635e-08,86.05002096649804,0.6888236832022183
516.1684817106935,8.854080744562169e-08,85.83882528857266,0.6112911597285818
517.1400440147922,4.4189804956755456e-08,85.57736498522337,0.6476174955313879
518.1428843163618,5.725189918286795e-08,85.3856429424552,0.5517655706234519
519.1932725025466,7.224659336591776e-08,85.23260363838388,0.4830856974436131
520.1593961283979,7.277428928581732e-08,84.93871631131105,0.4194106103992391
521.19800951253,4.5373414698457e-08,84.66967465872163,0.564385390776819
522.1304244750487,4.330461561030999e-08,84.45187058923622,0.5745395465705083
523.1395902701194,2.2339797964417445e-08,84.20479566191563,0.5919349993987099
524.1116229819171,3.506341435614565e-08,84.05952452338357,0.7307756115932845
525.0792923059112,8.676877748489985e-08,83.96564905114255,0.6541137520363056
526.1437813058701,7.669239590406599e-08,83.85968490988735,0.7641848398060302
527.1367362036615,3.054014695428924e-08,83.83048647365705,0.7560121181837998
528.1132606945317,3.4638660550981294e-08,83.60156562237654,0.8087275574569788
529.0747433808239,3.7413170999550686e-08,83.6499649075618,0.7812281314449084
530.0601843692916,3.549549976480288e-08,83.38499504893393,0.6576615666964821
531.0118977095152,4.8494837737366714e-08,83.27464251863239,0.7107061590751694
532.0434717262052,3.511286725925652e-08,82.98778943658913,0.7987166747381979
533.0490604148796,7.326567299578321e-09,82.81305074975221,0.7587542701842311
534.0199010059382,6.724402835385475e-08,82.55576545983683,0.8006948176890826
535.0026836764578,6.58998907855876e-08,82.47596826537931,0.8094445505149831
535.9690425739785,5.4217807994241554e-08,82.38997392060645,0.8461681489636289
536.9586158786872,5.046030752460481e-08,82.2188913723946,0.8333472365845864
537.9398562159208,4.2901245528066806e-08,82.08290604012045,0.7988608240227837
538.9353342423705,5.5162369189744806e-08,81.88451911924959,0.8844512998658405
539.9000873956668,5.800426332224069e-08,81.61900198467858,0.9230382859316604
540.878278555234,8.446115244799788e-08,81.60614666163275,1.0374030345055383
541.8607978013029,7.658078157480241e-08,81.42557204414133,0.9057818044346729
542.8426422564361,3.9481724865306565e-08,81.37567773198107,0.791261510958246
543.8412992860989,1.2011057451180471e-08,81.32448626449705,0.6996138686420941
544.7923981689785,1.9506309230960135e-08,81.11740557172992,0.8321327697245677
545.7761056747961,3.652755896222885e-08,80.86920111056737,0.8058883040309466
546.7801733936398,7.595937173732378e-08,80.5844356001636,0.803672245162021
547.738857183816,7.628177313474054e-08,80.40896976326259,0.6134108995579759
548.7463017809484,4.192193758764197e-08,80.07655056623065,0.571725204534846
549.7601443023271,3.032369384088173e-09,79.76180900942691,0.5841684841081104
550.684562286635,2.8269359176612946e-08,79.52738046023347,0.5605851537089231
551.6744906778981,9.66205674459852e-09,79.2347770639192,0.5170219580015174
552.6335699007827,2.7149663500368772e-08,78.97596510101526,0.48423203744212373
553.6430874551679,4.592180241731015e-08,78.78831218099377,0.42618882737305464
554.641653058466,1.2442580042699144e-08,78.63936871817769,0.5258562240743925
555.6705397372718,1.9540972063941773e-08,78.5019599557085,0.7705222616580409
556.6145320001006,1.9492030260777e-09,78.30891114239343,0.8639156050234669
557.582725193675,2.2784028622159143e-08,78.17434562794638,0.8267079292153164
558.5564040816989,2.8256264779302413e-08,77.77517552808557,0.906712736368506
559.5324906232942,4.6984602120714026e-08,77.62524287611949,0.8451357236526181
560.5424143618995,5.096752690140735e-08,77.41591087121304,0.7464759181222258
561.6021358467419,5.2934367800285236e-08,77.35623294474523,0.6897697073663679
562.5746085439654,6.261165713095887e-08,77.36978711076412,0.5215993771941735
563.5914762963191,8.462412000084812e-08,77.16358512325257,0.525818769406205
564.5877778008957,1.1034623648197229e-07,76.9352173553183,0.5589073870348692
565.539358301339,9.961801703829492e-08,76.51644292553668,0.5069438082795535
566.5229146256435,1.1265384913412833e-07,76.0618546683108,0.753382756662312
567.5373022251249,1.245517206717181e-07,75.73932860141502,0.7299378086572961
568.5831565247502,1.4363360990723426e-07,75.50714303508447,0.70460268375614
569.5536036785378,1.2141680492147265e-07,75.2342601826985,0.6659431041293586
570.5642990745856,1.2404334095339793e-07,75.07287672708848,0.7198828602450683
571.5668022360783,1.1189792750425045e-07,74.94216450191229,0.7162346240659835
572.5450189844972,1.2170436854049045e-07,74.90460541253363,0.6971890503428737
573.5199907277715,1.3242060628239064e-07,74.96745201554329,0.8530700874850498
574.5030264842319,1.354443801208738e-07,74.74038598925432,0.7969549715209192
575.5265593576087,1.885842138594343e-07,74.51673587883762,0.8009697995021969
576.5614360327132,1.6825393485374554e-07,74.21219312085047,0.8769109230425671
577.5395172477266,1.5810629822135924e-07,73.8997780119749,0.9112787083889198
578.565920640799,1.1483776832615508e-07,73.57950481807129,0.8223847499627508
579.5932756057506,1.429730433148326e-07,73.31989783277825,0.5673271631790329
580.578106715387,1.125695038968981e-07,73.05903408298876,0.337472108459052
581.5639798332525,1.1602054498294166e-07,72.72469726262375,0.28700803066814495
582.5403332968928,8.11512592927973e-08,72.45606423932945,0.3107224052979464
583.6009963052454,1.1954028846592398e-07,72.17272984056221,0.49313647496306395
584.6492090472793,8.284183446578293e-08,72.07406598210497,0.5731274305746038
585.7192019456819,6.98590105474528e-08,71.81651614559149,0.7270334073576465
586.6833308253579,4.221431707370088e-08,71.65339785321045,0.6795028084269461
587.7062324006166,4.4791866797674576e-08,71.28106923346591,0.8557777428164505
588.7339168911334,5.09381782173849e-08,70.78393683365016,0.9611001075096746
589.7408753662925,2.8477069376057323e-08,70.35048628334992,0.9770806802529449
590.7486356692293,3.2860346740658026e-08,70.1763205106164,0.7499934412638373
591.7391330896835,1.1942082909684229e-08,69.99871065900703,0.5521125245040736
592.7888640735357,2.2586811307150927e-08,69.82731265524501,0.4148855017229042
593.8425331546464,1.3545509239853143e-08,69.72155364505336,0.2877529959166872
594.8757838972472,6.954638527674871e-09,69.55309331278168,0.2511580006774994
595.9259914820731,8.303235718005266e-09,69.42117779245702,0.40156749181757984
596.937148129008,3.1064170946891164e-08,69.00864519982535,0.538767901233957
597.948063783598,3.8940082388063774e-08,68.78634389870537,0.7750163407276209
598.9661966722771,6.389087151107869e-09,68.34805584965633,0.7264673803538748
599.9800603134241,4.688020964388988e-09,68.02176974657219,0.8092703501434194
600.9996700274412,3.2205633381527875e-08,67.52168871099578,0.8361671898829085
602.0267546679477,2.9180025194683785e-08,67.07543257051181,0.7454644813910801
603.0542316522801,8.711051918306958e-08,66.6885658007915,0.5159576289886598
604.0689043674058,5.1742251657746784e-08,66.37808444851021,0.4080694304703793
605.0967426424019,5.5128565052109196e-08,66.34216428068507,0.28143641421233384
606.1113729182985,3.79883781902459e-08,66.16021483703271,0.49077171048737955
607.1089594533018,6.4687842987188e-08,66.26995124753081,0.5041892152606776
608.1035388229416,3.6902707266197526e-08,66.05621712465535,0.47643056246156895
609.1048744566093,4.322460745398108e-08,65.90068650921116,0.642905234334266
610.09965692225,3.6681013944831785e-08,65.41723316290675,0.6808971588550876
611.0681897122513,5.43362649736525e-08,65.04095607871973,0.8226342482820378
612.087084093833,1.0451184306681376e-07,64.85962190798611,0.9309637878133914
613.0732104469407,7.996929728279877e-08,64.3465819415864,0.9443286957448056
614.1175841765825,8.415359634368166e-08,63.874503888770334,0.8945916024806101
615.1137397227474,5.493698940893056e-08,63.517142580402464,0.7331121967119469
616.129446777747,2.6682366669759484e-08,63.34271690001211,0.5342665060640355
617.0622549197116,7.654930325369344e-08,63.19429080746145,0.3587989557019694
618.0634617643256,4.024385426578304e-08,62.91753381200155,0.20971023672378467
619.0395944454056,7.171472892782146e-08,62.84015726641302,0.44403526425590806
620.0037389514107,7.659341055997627e-08,62.76793541899659,0.4374355095632142
621.024463921939,9.940894903047005e-08,62.76038313601031,0.4507418607428789
622.017965328923,1.303368108801641e-07,62.66837158901023,0.5722725007337373
623.0150554703449,1.2342678471266522e-07,62.4590466487661,0.7593095757786318
624.028662817519,9.756197144071005e-08,62.142137304770586,0.9847391970348989
625.0541717278697,9.653505195914969e-08,61.56923323905244,1.2440829717041577
626.018888731634,7.821811766758074e-08,61.146533815668796,1.3472086900007427
627.0048210476025,8.791826446121764e-08,60.74004748966658,1.1684008953993725
627.953723435153,9.527307184982237e-08,60.43186687956811,1.0727856702607201
628.9564930161903,9.303157979927955e-08,60.18925117562617,0.8219080984711905
629.9357329946378,8.92567664294462e-08,59.99267564941391,0.5458527545141574
630.9619233289378,8.981311149863043e-08,59.903376781374924,0.3503255031126194
631.9762705198461,1.225010342689159e-07,59.87820202206785,0.30675138314118067
633.0006711161635,7.37861398135043e-08,59.91606892879719,0.33951346843633823
633.9391807822078,1.271220721250922e-07,59.87763425316607,0.331571722073678
634.9455732479609,1.287597157837431e-07,59.7054047112832,0.3704985210155215
635.9265455662803,1.6592403243507141e-07,59.54621456188721,0.4644219857342514
636.8818401176201,1.4299836836516504e-07,59.1460939459599,0.6089885102362146
637.8559631882805,1.742734017377844e-07,58.94719475238861,0.7981410333573575
638.858961365528,1.3934417546674997e-07,58.36523520334395,1.0828563570577712
639.8602968557617,1.3746568299972364e-07,57.74533054901112,1.1642818205695757
640.8861382161446,1.1824290692097637e-07,57.0794341677886,1.1835279834650663
641.84215241786,1.7690810518990372e-07,56.574535954907056,1.0428686566423897
642.8536550313155,1.760232947295479e-07,56.14656427855954,0.7827902432410754
643.8235390559762,1.874660376097472e-07,55.966099582019666,0.3622575072079935
644.783497465648,1.922127622846484e-07,55.96679829015064,0.276753997286936
645.7581346578124,2.3741623308162455e-07,55.97347249349173,0.4026886632624768
646.748864338494,2.474946218079916e-07,56.25867884651468,0.48168909579681324
647.7277502199295,1.8046018458283304e-07,56.342645368637335,0.546269285905111
648.6720909423434,1.944151985202387e-07,56.41992417361795,0.6229015215303649
649.6865080680886,1.715027043708197e-07,56.36961559837251,0.4820518716848848
650.6513385403698,1.4205252479136997e-07,56.151461238413326,0.44893792683007955
651.639579862059,1.520479896602151e-07,55.780301711731795,0.7185412438813208
652.6042188936262,1.8666569507654485e-07,55.21452416006888,0.9506832092772822
653.5803123305146,2.247272024395217e-07,54.69768946913342,1.0832325968334087
654.5607280113176,1.8873715003092866e-07,54.171489847006626,1.2220969119105507
655.5715130403873,1.896623142919166e-07,53.53094311028429,1.1061909017054274
656.573643212288,1.6541744950342322e-07,53.05437453828282,1.0108368581814264
657.5249560376096,1.881569668469787e-07,52.43800389370085,0.7021603060401698
658.4940075003842,1.597543746977122e-07,52.07539119124997,0.4708680651895118
659.4728939301181,1.521124029170518e-07,51.81200795837018,0.19135943096971023
660.4366068163856,1.7511823502864533e-07,51.590918683638506,0.3625856068273398
661.4307837969284,1.617347953757879e-07,51.52222802782916,0.43710385455569245
662.406466121725,1.5857855809495201e-07,51.558437689601355,0.6997133413664108
663.4056489296481,1.2212176518993373e-07,51.64063391708833,0.7246030955474158
664.4234610382116,9.968380505699493e-08,51.72194851330746,0.5703201257062929
665.4560296709762,8.94439278644257e-08,51.68356778147216,0.6937553201811858
666.4449470327764,1.4310574237036608e-07,51.69610850803344,0.7645920982824942
667.4287514398864,9.906535765943233e-08,51.34025496693596,1.0497775681622041
668.4376024581868,1.1271327777758465e-07,50.92457235719284,1.4177256012353285
669.4100721725337,9.930864536367505e-08,50.46328673868842,1.6059908298158259
670.3833306382824,1.0466513948333133e-07,49.80572206795011,1.6228148401948703
671.3812985466819,9.32570431752686e-08,49.22931171566006,1.5799529816706714
672.3648269758257,6.501536720539363e-08,48.75520634802118,1.2791783890276167
673.3461541027212,7.478202744666074e-08,48.3666229446246,0.911248744875428
674.3651088169667,4.48495587396209e-08,48.11395881078969,0.541160067317845
675.3519613848725,4.4283126249964486e-08,47.87569013196772,0.05863224849239686
676.384723260177,2.1252788650416603e-09,47.81552643143448,0.2100353902539271
677.3787104438427,3.580983707441341e-09,48.01014670598665,0.5756315076872635
678.3592088296529,2.7890624313204247e-08,48.177966417772815,0.6848887050979706
