,Wavelength,Throughput
0,643.0,0.0
1,645.5,9.999999747378752e-05
2,648.0,0.0003000000142492354
3,650.5,0.00039999998989515007
4,653.0,0.00039999998989515007
5,655.5,0.0003000000142492354
6,658.0,0.0003000000142492354
7,660.5,0.00039999998989515007
8,663.0,0.0008999999845400453
9,665.5,0.0019000000320374966
10,668.0,0.0034000000450760126
11,670.5,0.00559999980032444
12,673.0,0.010300000198185444
13,675.5,0.01940000057220459
14,678.0,0.03440000116825104
15,680.5,0.05609999969601631
16,683.0,0.08389999717473984
17,685.5,0.11640000343322754
18,688.0,0.15279999375343323
19,690.5,0.19480000436306
20,693.0,0.24079999327659607
21,695.5,0.2856999933719635
22,698.0,0.32330000400543213
23,700.5,0.35030001401901245
24,703.0,0.375900000333786
25,705.5,0.39899998903274536
26,708.0,0.41620001196861267
27,710.5,0.42329999804496765
28,713.0,0.4165000021457672
29,715.5,0.39430001378059387
30,718.0,0.37599998712539673
31,720.5,0.3822999894618988
32,723.0,0.3917999863624573
33,725.5,0.38920000195503235
34,728.0,0.38280001282691956
35,730.5,0.38199999928474426
36,733.0,0.38839998841285706
37,735.5,0.3871999979019165
38,738.0,0.382099986076355
39,740.5,0.37869998812675476
40,743.0,0.375900000333786
41,745.5,0.3727000057697296
42,748.0,0.36809998750686646
43,750.5,0.3617999851703644
44,753.0,0.3564999997615814
45,755.5,0.3553999960422516
46,758.0,0.34779998660087585
47,760.5,0.14730000495910645
48,763.0,0.20960000157356262
49,765.5,0.2648000121116638
50,768.0,0.33000001311302185
51,770.5,0.3255999982357025
52,773.0,0.322299987077713
53,775.5,0.31790000200271606
54,778.0,0.31290000677108765
55,780.5,0.3077000081539154
56,783.0,0.3025999963283539
57,785.5,0.2980000078678131
58,788.0,0.29440000653266907
59,790.5,0.2921000123023987
60,793.0,0.29159998893737793
61,795.5,0.2921000123023987
62,798.0,0.29269999265670776
63,800.5,0.2922999858856201
64,803.0,0.2896000146865845
65,805.5,0.2840000092983246
66,808.0,0.2757999897003174
67,810.5,0.26420000195503235
68,813.0,0.24269999563694
69,815.5,0.20909999310970306
70,818.0,0.1688999980688095
71,820.5,0.12759999930858612
72,823.0,0.09009999781847
73,825.5,0.06030000001192093
74,828.0,0.03779999911785126
75,830.5,0.021800000220537186
76,833.0,0.011699999682605267
77,835.5,0.006800000090152025
78,838.0,0.004800000227987766
79,840.5,0.0032999999821186066
80,843.0,0.0020000000949949026
81,845.5,0.0013000000035390258
82,848.0,0.0010000000474974513
83,850.5,0.0008999999845400453
84,853.0,0.0008999999845400453
85,855.5,0.0007999999797903001
86,858.0,0.0005000000237487257
87,860.5,0.00019999999494757503
88,863.0,0.0
