,Wavelength,Throughput
289,489,0.971086
290,490,0.964283
291,491,0.95765
292,492,0.954824
293,493,0.956766
294,494,0.962904
295,495,0.969758
296,496,0.974269
297,497,0.975214
298,498,0.973124
299,499,0.969821
300,500,0.967099
301,501,0.967565
302,502,0.969552
303,503,0.972526
304,504,0.974482
305,505,0.97443
306,506,0.973148
307,507,0.970951
308,508,0.96963
309,509,0.969462
310,510,0.97034
311,511,0.972465
312,512,0.972539
313,513,0.970784
314,514,0.967844
315,515,0.964104
316,516,0.962104
317,517,0.963367
318,518,0.965351
319,519,0.968611
320,520,0.969462
321,521,0.967375
322,522,0.96075
323,523,0.951692
324,524,0.943064
325,525,0.9367
326,526,0.935722
327,527,0.937723
328,528,0.943855
329,529,0.951675
330,530,0.9584
331,531,0.962669
332,532,0.964638
333,533,0.964653
334,534,0.963423
335,535,0.960179
336,536,0.957492
337,537,0.95456
338,538,0.951631
339,539,0.950212
340,540,0.949305
341,541,0.950558
342,542,0.953105
343,543,0.953792
344,544,0.950723
345,545,0.94113
346,546,0.925968
347,547,0.908633
348,548,0.891873
349,549,0.881423
350,550,0.880317
351,551,0.888211
352,552,0.89852
353,553,0.897214
354,554,0.86807
355,555,0.797497
356,556,0.684358
357,557,0.544254
358,558,0.402962
359,559,0.278381
360,560,0.18317
361,561,0.117242
362,562,0.074363
363,563,0.0476091
364,564,0.0310985
365,565,0.0208981
366,566,0.0145108
367,567,0.0103561
368,568,0.00763552
369,569,0.00575956
370,570,0.00446521
371,571,0.00350047
372,572,0.00276411
373,573,0.00219108
374,574,0.00173741
375,575,0.00137148
376,576,0.00107805
377,577,0.000851021
378,578,0.000669172
379,579,0.000530582
380,580,0.000425214
381,581,0.000344212
382,582,0.000282027
383,583,0.000233499
384,584,0.000196256
385,585,0.000168956
386,586,0.00014712
387,587,0.000129673
388,588,0.000115503
389,589,0.000103291
390,590,9.27293e-05
391,591,8.32528e-05
392,592,7.43272e-05
393,593,6.62006e-05
394,594,5.84592e-05
395,595,5.12971e-05
396,596,4.49232e-05
397,597,3.94546e-05
398,598,3.46595e-05
399,599,3.05659e-05
400,600,2.7074e-05
401,601,2.41959e-05
402,602,2.18491e-05
403,603,1.98265e-05
404,604,1.8291e-05
405,605,1.7051e-05
406,606,1.59056e-05
407,607,1.48322e-05
408,608,1.3838e-05
409,609,1.29439e-05
410,610,1.24757e-05
411,611,1.2024e-05
412,612,1.16081e-05
413,613,1.10923e-05
414,614,1.05807e-05
415,615,9.97055e-06
416,616,9.47426e-06
417,617,8.90618e-06
418,618,8.44397e-06
419,619,7.99385e-06
420,620,7.51674e-06
421,621,7.18208e-06
422,622,6.88611e-06
423,623,6.68662e-06
424,624,6.43127e-06
425,625,6.32412e-06
426,626,6.17397e-06
427,627,6.16186e-06
428,628,6.09282e-06
429,629,6.05666e-06
430,630,5.99392e-06
431,631,6.03332e-06
432,632,6.02408e-06
433,633,5.97426e-06
434,634,5.90065e-06
435,635,5.65775e-06
436,636,5.439e-06
437,637,5.23354e-06
438,638,5.01907e-06
439,639,4.74487e-06
440,640,4.39124e-06
441,641,4.1578e-06
442,642,3.9551e-06
443,643,3.73142e-06
444,644,3.47269e-06
445,645,3.23269e-06
446,646,3.04559e-06
447,647,2.82783e-06
448,648,2.61358e-06
449,649,2.39611e-06
450,650,2.23005e-06
451,651,2.08196e-06
452,652,1.94103e-06
453,653,1.82998e-06
454,654,1.78471e-06
455,655,1.65626e-06
456,656,1.61356e-06
457,657,1.52783e-06
458,658,1.41742e-06
459,659,1.36744e-06
460,660,1.2426e-06
461,661,1.14477e-06
462,662,1.03954e-06
463,663,9.60307e-07
464,664,8.21444e-07
465,665,7.69859e-07
466,666,6.635e-07
467,667,6.11468e-07
468,668,5.39367e-07
469,669,5.03226e-07
470,670,4.67918e-07
471,671,4.60875e-07
472,672,4.2889e-07
473,673,4.09326e-07
474,674,4.01486e-07
475,675,4.24788e-07
476,676,3.82256e-07
477,677,3.88896e-07
478,678,3.77263e-07
479,679,3.55074e-07
480,680,3.22796e-07
481,681,2.89539e-07
482,682,2.17204e-07
483,683,2.15733e-07
484,684,1.70623e-07
485,685,1.35942e-07
486,686,1.23419e-07
487,687,9.9124e-08
488,688,9.74509e-08
489,689,6.83759e-08
490,690,7.66042e-08
491,691,7.75351e-08
492,692,7.68165e-08
493,693,4.65668e-08
494,694,6.81955e-08
495,695,5.46519e-08
496,696,6.28862e-08
497,697,4.59783e-08
498,698,6.55026e-08
499,699,6.22992e-08
500,700,6.64645e-08
501,701,5.29805e-08
502,702,2.96959e-08
503,703,7.12995e-08
504,704,6.45603e-08
505,705,6.30286e-08
506,706,7.0597e-08
507,707,5.20217e-08
508,708,6.75667e-08
509,709,8.69704e-08
510,710,7.50849e-08
511,711,4.35183e-08
512,712,9.90949e-08
513,713,7.06143e-08
514,714,8.74857e-08
515,715,9.04812e-08
516,716,1.10593e-07
517,717,1.17182e-07
518,718,1.50231e-07
519,719,1.40746e-07
520,720,1.48815e-07
521,721,2.35821e-07
522,722,2.47399e-07
523,723,2.87041e-07
524,724,3.20746e-07
525,725,3.49784e-07
526,726,4.26234e-07
527,727,4.65878e-07
528,728,5.25192e-07
529,729,5.45417e-07
530,730,5.51802e-07
531,731,6.91691e-07
532,732,7.30541e-07
533,733,7.93537e-07
534,734,8.90507e-07
535,735,9.51396e-07
536,736,1.1252e-06
537,737,1.24931e-06
538,738,1.49204e-06
539,739,1.7387e-06
540,740,2.06563e-06
541,741,2.60951e-06
542,742,3.22435e-06
543,743,4.35708e-06
544,744,5.55518e-06
545,745,7.34517e-06
546,746,9.79968e-06
547,747,1.28497e-05
548,748,1.69014e-05
549,749,2.13555e-05
550,750,2.49441e-05
551,751,2.71281e-05
552,752,2.75238e-05
553,753,2.65379e-05
554,754,2.43847e-05
555,755,2.18724e-05
556,756,1.89779e-05
557,757,1.61742e-05
558,758,1.44081e-05
559,759,1.24057e-05
560,760,1.07277e-05
561,761,9.54774e-06
562,762,8.45512e-06
563,763,7.44537e-06
564,764,6.81922e-06
565,765,6.08386e-06
566,766,5.61886e-06
567,767,5.28608e-06
568,768,5.0099e-06
569,769,4.67835e-06
570,770,4.64596e-06
571,771,4.58203e-06
572,772,4.36827e-06
573,773,4.42587e-06
574,774,4.52042e-06
575,775,4.41633e-06
576,776,4.54888e-06
577,777,4.64712e-06
578,778,4.4867e-06
579,779,4.53844e-06
580,780,4.34581e-06
581,781,4.17325e-06
582,782,3.91527e-06
583,783,3.60282e-06
584,784,3.22614e-06
585,785,2.84073e-06
586,786,2.57672e-06
587,787,2.14756e-06
588,788,1.95429e-06
589,789,1.76729e-06
590,790,1.58234e-06
591,791,1.32124e-06
592,792,1.21145e-06
593,793,1.08761e-06
594,794,1.0086e-06
595,795,9.43603e-07
596,796,8.59822e-07
597,797,7.03194e-07
598,798,6.06186e-07
599,799,6.27115e-07
600,800,9.88262e-07
601,801,8.71678e-07
602,802,7.43708e-07
603,803,7.44145e-07
604,804,5.97013e-07
605,805,6.32929e-07
606,806,5.57519e-07
607,807,5.03188e-07
608,808,5.92469e-07
609,809,5.13649e-07
610,810,5.60254e-07
611,811,3.83156e-07
612,812,4.87225e-07
613,813,4.70394e-07
614,814,4.11602e-07
615,815,3.33265e-07
616,816,3.19417e-07
617,817,2.53163e-07
618,818,3.20561e-07
619,819,2.92654e-07
620,820,2.7479e-07
621,821,3.68451e-07
622,822,2.83126e-07
623,823,4.39638e-07
624,824,2.97653e-07
625,825,3.24712e-07
626,826,4.53408e-07
627,827,2.41436e-07
628,828,3.65147e-07
629,829,2.79585e-07
630,830,4.37736e-07
631,831,3.81011e-07
632,832,3.62754e-07
633,833,4.50991e-07
634,834,4.18156e-07
635,835,4.22728e-07
636,836,4.53133e-07
637,837,3.81017e-07
638,838,6.39291e-07
639,839,5.88536e-07
640,840,5.18647e-07
641,841,7.10856e-07
642,842,7.37038e-07
643,843,8.31567e-07
644,844,9.78661e-07
645,845,1.08229e-06
646,846,1.33507e-06
647,847,1.49998e-06
648,848,1.8439e-06
649,849,2.13045e-06
650,850,2.65256e-06
651,851,3.17592e-06
652,852,4.11254e-06
653,853,5.34442e-06
654,854,6.87872e-06
655,855,8.75925e-06
656,856,1.12403e-05
657,857,1.4198e-05
658,858,1.74694e-05
659,859,2.08421e-05
660,860,2.40533e-05
661,861,2.71709e-05
662,862,2.97131e-05
663,863,3.12429e-05
664,864,3.1833e-05
665,865,3.10949e-05
666,866,2.94143e-05
667,867,2.69387e-05
668,868,2.39323e-05
669,869,2.0729e-05
670,870,1.77973e-05
671,871,1.5178e-05
672,872,1.30509e-05
673,873,1.1366e-05
674,874,1.02289e-05
675,875,9.1879e-06
676,876,8.63184e-06
677,877,8.0238e-06
678,878,7.7355e-06
679,879,7.52153e-06
680,880,7.4287e-06
681,881,7.32002e-06
682,882,7.45221e-06
683,883,7.66515e-06
684,884,7.99087e-06
685,885,8.31575e-06
686,886,8.8582e-06
687,887,9.42644e-06
688,888,1.00518e-05
689,889,1.08206e-05
690,890,1.17181e-05
691,891,1.27011e-05
692,892,1.37734e-05
693,893,1.49864e-05
694,894,1.61743e-05
695,895,1.75687e-05
696,896,1.90654e-05
697,897,2.03881e-05
698,898,2.1551e-05
699,899,2.26264e-05
700,900,2.33772e-05
701,901,2.38374e-05
702,902,2.38952e-05
703,903,2.34365e-05
704,904,2.2338e-05
705,905,2.08953e-05
706,906,1.88869e-05
707,907,1.67476e-05
708,908,1.43935e-05
709,909,1.20524e-05
710,910,9.81553e-06
711,911,7.74376e-06
712,912,6.06924e-06
713,913,4.63665e-06
714,914,3.45431e-06
715,915,2.66004e-06
716,916,1.93787e-06
717,917,1.46696e-06
718,918,1.0727e-06
719,919,7.43647e-07
720,920,6.26611e-07
721,921,4.01929e-07
722,922,4.27021e-07
723,923,2.06656e-07
724,924,2.37093e-07
725,925,1.06428e-07
726,926,4.76924e-08
727,927,9.87412e-08
728,928,4.31092e-09
729,929,8.37775e-08
730,930,4.22301e-08
731,931,1.00285e-07
732,932,4.62156e-08
733,933,1.22585e-07
734,934,9.02241e-08
735,935,4.89644e-09
736,936,7.60582e-08
737,937,4.50403e-08
738,938,2.54095e-09
739,939,6.53628e-09
740,940,8.39747e-09
741,941,5.1099e-08
742,942,3.31581e-08
743,943,5.89941e-09
744,944,1.15236e-07
745,945,5.87966e-08
746,946,1.9525e-08
747,947,4.28225e-08
748,948,1.00281e-07
749,949,9.17229e-08
750,950,5.08417e-08
751,951,1.57772e-08
752,952,1.17818e-08
753,953,1.85728e-08
754,954,1.27442e-08
755,955,4.85497e-09
756,956,8.10335e-09
757,957,5.73895e-09
758,958,4.5688e-08
759,959,7.7244e-08
760,960,1.54337e-07
761,961,5.79987e-08
762,962,1.83525e-07
763,963,1.99341e-07
764,964,3.06693e-07
765,965,4.30827e-07
766,966,5.68158e-07
767,967,8.23462e-07
768,968,1.16255e-06
769,969,1.6285e-06
770,970,2.23459e-06
771,971,3.09966e-06
772,972,3.78438e-06
773,973,4.65251e-06
774,974,4.86964e-06
775,975,4.83104e-06
776,976,4.38858e-06
777,977,3.88008e-06
778,978,3.20951e-06
779,979,2.72475e-06
780,980,2.23413e-06
781,981,1.88267e-06
782,982,1.63827e-06
783,983,1.37934e-06
784,984,1.17282e-06
785,985,1.08542e-06
786,986,8.63651e-07
787,987,8.0999e-07
788,988,6.75504e-07
789,989,6.03498e-07
790,990,5.53713e-07
791,991,4.67086e-07
792,992,4.26657e-07
793,993,3.49856e-07
794,994,4.76628e-07
795,995,3.06235e-07
796,996,2.71405e-07
797,997,3.47301e-07
798,998,2.07004e-07
799,999,2.3125e-07
800,1000,3.29664e-07
801,1001,2.41631e-07
802,1002,3.46179e-07
803,1003,2.79504e-07
804,1004,2.68151e-07
805,1005,2.14373e-07
806,1006,3.06171e-07
807,1007,4.17843e-07
808,1008,3.464e-07
809,1009,3.75898e-07
810,1010,4.07512e-07
811,1011,4.37873e-07
812,1012,4.92108e-07
813,1013,5.62735e-07
814,1014,7.65622e-07
815,1015,7.24771e-07
816,1016,8.54945e-07
817,1017,9.2686e-07
818,1018,1.06978e-06
819,1019,1.28716e-06
820,1020,1.43425e-06
821,1021,1.67599e-06
822,1022,1.91499e-06
823,1023,2.16042e-06
824,1024,2.58875e-06
825,1025,2.862e-06
826,1026,3.17876e-06
827,1027,3.47717e-06
828,1028,3.7503e-06
829,1029,4.12288e-06
830,1030,4.25784e-06
831,1031,4.43102e-06
832,1032,4.66743e-06
833,1033,4.66324e-06
834,1034,4.95834e-06
835,1035,5.05557e-06
836,1036,5.27938e-06
837,1037,5.49076e-06
838,1038,5.56459e-06
839,1039,5.72429e-06
840,1040,6.03322e-06
841,1041,6.23033e-06
842,1042,6.55512e-06
843,1043,6.79757e-06
844,1044,7.10024e-06
845,1045,7.51733e-06
846,1046,7.98774e-06
847,1047,8.49132e-06
848,1048,9.04877e-06
849,1049,9.55852e-06
850,1050,1.01974e-05
851,1051,1.08731e-05
852,1052,1.16504e-05
853,1053,1.23356e-05
854,1054,1.31499e-05
855,1055,1.39125e-05
856,1056,1.47938e-05
857,1057,1.57042e-05
858,1058,1.66165e-05
859,1059,1.7403e-05
860,1060,1.82187e-05
861,1061,1.91762e-05
862,1062,1.99434e-05
863,1063,2.06588e-05
864,1064,2.134e-05
865,1065,2.19839e-05
866,1066,2.25721e-05
867,1067,2.30717e-05
868,1068,2.34157e-05
869,1069,2.38114e-05
870,1070,2.39905e-05
871,1071,2.40896e-05
872,1072,2.41813e-05
873,1073,2.41682e-05
874,1074,2.41648e-05
875,1075,2.40443e-05
876,1076,2.382e-05
877,1077,2.3654e-05
878,1078,2.34312e-05
879,1079,2.32835e-05
880,1080,2.31486e-05
881,1081,2.27825e-05
882,1082,2.26744e-05
883,1083,2.2506e-05
884,1084,2.23541e-05
885,1085,2.22663e-05
886,1086,2.21681e-05
887,1087,2.21965e-05
888,1088,2.20768e-05
889,1089,2.20765e-05
890,1090,2.23152e-05
891,1091,2.23675e-05
892,1092,2.25384e-05
893,1093,2.27289e-05
894,1094,2.29893e-05
895,1095,2.32265e-05
896,1096,2.35358e-05
897,1097,2.393e-05
898,1098,2.44494e-05
899,1099,2.48309e-05
900,1100,2.53651e-05
901,1101,2.59989e-05
902,1102,2.66098e-05
903,1103,2.74154e-05
904,1104,2.8192e-05
905,1105,2.90849e-05
906,1106,3.00152e-05
907,1107,3.09368e-05
908,1108,3.21004e-05
909,1109,3.33056e-05
910,1110,3.46269e-05
911,1111,3.60372e-05
912,1112,3.74825e-05
913,1113,3.92098e-05
914,1114,4.10731e-05
915,1115,4.31419e-05
916,1116,4.50998e-05
917,1117,4.74919e-05
918,1118,5.01594e-05
919,1119,5.28401e-05
920,1120,5.60034e-05
921,1121,5.92058e-05
922,1122,6.2752e-05
923,1123,6.68436e-05
924,1124,7.13166e-05
925,1125,7.58873e-05
926,1126,8.10829e-05
927,1127,8.68756e-05
928,1128,9.29795e-05
929,1129,0.000100032
930,1130,0.000107764
931,1131,0.000116177
932,1132,0.000125439
933,1133,0.000135547
934,1134,0.000147377
935,1135,0.000159967
936,1136,0.000174329
937,1137,0.000189548
938,1138,0.00020636
939,1139,0.000225727
940,1140,0.000247659
941,1141,0.000271087
942,1142,0.000298211
943,1143,0.000327193
944,1144,0.000359915
945,1145,0.000396866
946,1146,0.000438633
947,1147,0.000484062
948,1148,0.000536072
949,1149,0.000592279
950,1150,0.000654278
951,1151,0.000726112
952,1152,0.000803023
953,1153,0.000891315
954,1154,0.000988238
955,1155,0.0010947
956,1156,0.00121137
957,1157,0.00133866
958,1158,0.0014827
959,1159,0.00163845
960,1160,0.00180712
961,1161,0.00199305
962,1162,0.00220094
963,1163,0.00241622
964,1164,0.00265245
965,1165,0.00291619
966,1166,0.00318816
967,1167,0.00348236
968,1168,0.00379904
969,1169,0.00414468
970,1170,0.00451836
971,1171,0.00491441
972,1172,0.00532869
973,1173,0.00578974
974,1174,0.00628168
975,1175,0.00682048
