,Wavelength,Throughput
517,717,0.985096
518,718,0.98366
519,719,0.983962
520,720,0.983228
521,721,0.982607
522,722,0.982578
523,723,0.983601
524,724,0.983027
525,725,0.98323
526,726,0.984061
527,727,0.984562
528,728,0.983959
529,729,0.984119
530,730,0.983881
531,731,0.984303
532,732,0.983341
533,733,0.983254
534,734,0.983041
535,735,0.983811
536,736,0.983144
537,737,0.983534
538,738,0.983329
539,739,0.983854
540,740,0.984215
541,741,0.983895
542,742,0.98482
543,743,0.984944
544,744,0.985126
545,745,0.98616
546,746,0.98661
547,747,0.986225
548,748,0.987183
549,749,0.987039
550,750,0.988072
551,751,0.988441
552,752,0.989631
553,753,0.989726
554,754,0.990374
555,755,0.989821
556,756,0.991537
557,757,0.992124
558,758,0.991986
559,759,0.992819
560,760,0.99157
561,761,0.991852
562,762,0.991851
563,763,0.992115
564,764,0.990783
565,765,0.990518
566,766,0.988811
567,767,0.988395
568,768,0.986937
569,769,0.985313
570,770,0.98559
571,771,0.983456
572,772,0.982768
573,773,0.981644
574,774,0.981551
575,775,0.980521
576,776,0.981661
577,777,0.980954
578,778,0.979586
579,779,0.980723
580,780,0.979599
581,781,0.979771
582,782,0.980136
583,783,0.980394
584,784,0.980091
585,785,0.979855
586,786,0.980714
587,787,0.980799
588,788,0.97979
589,789,0.980565
590,790,0.980952
591,791,0.981734
592,792,0.981802
593,793,0.981167
594,794,0.981267
595,795,0.981193
596,796,0.982392
597,797,0.983646
598,798,0.983142
599,799,0.98286
600,800,0.985843
601,801,0.986794
602,802,0.98689
603,803,0.987242
604,804,0.988772
605,805,0.989534
606,806,0.989777
607,807,0.990634
608,808,0.991246
609,809,0.992261
610,810,0.991138
611,811,0.992496
612,812,0.991001
613,813,0.990891
614,814,0.990171
615,815,0.988943
616,816,0.986698
617,817,0.98399
618,818,0.982927
619,819,0.981853
620,820,0.980698
621,821,0.980063
622,822,0.978648
623,823,0.978363
624,824,0.978026
625,825,0.979118
626,826,0.980974
627,827,0.981143
628,828,0.979806
629,829,0.977137
630,830,0.968589
631,831,0.9523
632,832,0.922977
633,833,0.879385
634,834,0.816555
635,835,0.738199
636,836,0.645616
637,837,0.547368
638,838,0.450026
639,839,0.359617
640,840,0.282192
641,841,0.218782
642,842,0.167842
643,843,0.129057
644,844,0.0992222
645,845,0.0767294
646,846,0.0600503
647,847,0.0469053
648,848,0.0368318
649,849,0.0294845
650,850,0.0237252
651,851,0.0190896
652,852,0.0155986
653,853,0.0131679
654,854,0.011085
655,855,0.00870354
656,856,0.00688286
657,857,0.00548939
658,858,0.00439727
659,859,0.003548
660,860,0.0028827
661,861,0.00235648
662,862,0.00194278
663,863,0.00160742
664,864,0.001335
665,865,0.00111769
666,866,0.000939859
667,867,0.000790975
668,868,0.000674152
669,869,0.000575771
670,870,0.000491665
671,871,0.00042364
672,872,0.000366422
673,873,0.000317841
674,874,0.000277654
675,875,0.000243143
676,876,0.000213485
677,877,0.000187921
678,878,0.000166384
679,879,0.000148029
680,880,0.000131854
681,881,0.000118005
682,882,0.000105779
683,883,9.51742e-05
684,884,8.58501e-05
685,885,7.79516e-05
686,886,7.07355e-05
687,887,6.46348e-05
688,888,5.90476e-05
689,889,5.39654e-05
690,890,4.96303e-05
691,891,4.57654e-05
692,892,4.22224e-05
693,893,3.91597e-05
694,894,3.63798e-05
695,895,3.37526e-05
696,896,3.13627e-05
697,897,2.93144e-05
698,898,2.74128e-05
699,899,2.58371e-05
700,900,2.43045e-05
701,901,2.28547e-05
702,902,2.15481e-05
703,903,2.04069e-05
704,904,1.93925e-05
705,905,1.83419e-05
706,906,1.74355e-05
707,907,1.66958e-05
708,908,1.59095e-05
709,909,1.52144e-05
710,910,1.46295e-05
711,911,1.39124e-05
712,912,1.33208e-05
713,913,1.28747e-05
714,914,1.24494e-05
715,915,1.20704e-05
716,916,1.1646e-05
717,917,1.12342e-05
718,918,1.07997e-05
719,919,1.0525e-05
720,920,1.02279e-05
721,921,9.80087e-06
722,922,9.52268e-06
723,923,9.17642e-06
724,924,8.90041e-06
725,925,8.46047e-06
726,926,8.02475e-06
727,927,7.75589e-06
728,928,7.19349e-06
729,929,6.76764e-06
730,930,6.27043e-06
731,931,5.89505e-06
732,932,5.4475e-06
733,933,5.04792e-06
734,934,4.54487e-06
735,935,4.17976e-06
736,936,3.78283e-06
737,937,3.44781e-06
738,938,3.13808e-06
739,939,2.78064e-06
740,940,2.58033e-06
741,941,2.29447e-06
742,942,2.16535e-06
743,943,1.96434e-06
744,944,1.86985e-06
745,945,1.56605e-06
746,946,1.49987e-06
747,947,1.45661e-06
748,948,1.34595e-06
749,949,1.27416e-06
750,950,1.2196e-06
751,951,1.07144e-06
752,952,1.02014e-06
753,953,9.19595e-07
754,954,9.10105e-07
755,955,8.42822e-07
756,956,8.61541e-07
757,957,8.19904e-07
758,958,7.78791e-07
759,959,7.20462e-07
760,960,7.78742e-07
761,961,6.90057e-07
762,962,7.37084e-07
763,963,6.12136e-07
764,964,7.00205e-07
765,965,6.77293e-07
766,966,6.91415e-07
767,967,5.78009e-07
768,968,6.37925e-07
769,969,6.44361e-07
770,970,6.86761e-07
771,971,6.45149e-07
772,972,6.27841e-07
773,973,5.40448e-07
774,974,6.52489e-07
775,975,6.40815e-07
776,976,6.44817e-07
777,977,7.16708e-07
778,978,7.73036e-07
779,979,6.59237e-07
780,980,6.57413e-07
781,981,7.7187e-07
782,982,7.08439e-07
783,983,7.10604e-07
784,984,7.67974e-07
785,985,7.8982e-07
786,986,7.99331e-07
787,987,8.32099e-07
788,988,8.30445e-07
789,989,7.60749e-07
790,990,7.22127e-07
791,991,7.30243e-07
792,992,7.73851e-07
793,993,7.35548e-07
794,994,8.29977e-07
795,995,7.26811e-07
796,996,7.85726e-07
797,997,6.99351e-07
798,998,6.11972e-07
799,999,7.30063e-07
800,1000,7.66322e-07
801,1001,6.91366e-07
802,1002,6.22144e-07
803,1003,5.09289e-07
804,1004,5.65506e-07
805,1005,5.07302e-07
806,1006,5.15979e-07
807,1007,5.04957e-07
808,1008,5.2362e-07
809,1009,4.0026e-07
810,1010,4.40187e-07
811,1011,3.8072e-07
812,1012,3.99397e-07
