,Wavelength,Throughput
513,713,4.4355e-06
514,714,4.27307e-06
515,715,4.1532e-06
516,716,4.06819e-06
517,717,3.97526e-06
518,718,4.03501e-06
519,719,3.93588e-06
520,720,3.94922e-06
521,721,3.91777e-06
522,722,3.99002e-06
523,723,3.97245e-06
524,724,4.13803e-06
525,725,4.24446e-06
526,726,4.30956e-06
527,727,4.46927e-06
528,728,4.74542e-06
529,729,4.91132e-06
530,730,5.15092e-06
531,731,5.37513e-06
532,732,5.79098e-06
533,733,6.07846e-06
534,734,6.44208e-06
535,735,6.92205e-06
536,736,7.30216e-06
537,737,7.84487e-06
538,738,8.43769e-06
539,739,8.87458e-06
540,740,9.08487e-06
541,741,9.2125e-06
542,742,9.09665e-06
543,743,8.59188e-06
544,744,8.08061e-06
545,745,7.36816e-06
546,746,6.66674e-06
547,747,6.0107e-06
548,748,5.47008e-06
549,749,4.97794e-06
550,750,4.6385e-06
551,751,4.5301e-06
552,752,4.10124e-06
553,753,4.1845e-06
554,754,4.10435e-06
555,755,4.26324e-06
556,756,4.49578e-06
557,757,4.77399e-06
558,758,5.06363e-06
559,759,5.40923e-06
560,760,6.15164e-06
561,761,6.85085e-06
562,762,7.75929e-06
563,763,8.49491e-06
564,764,9.4759e-06
565,765,1.03974e-05
566,766,1.09463e-05
567,767,1.13604e-05
568,768,1.17685e-05
569,769,1.23135e-05
570,770,1.27744e-05
571,771,1.35589e-05
572,772,1.49324e-05
573,773,1.70369e-05
574,774,2.06582e-05
575,775,2.59324e-05
576,776,3.41857e-05
577,777,4.47659e-05
578,778,5.55503e-05
579,779,5.89119e-05
580,780,5.27967e-05
581,781,4.18818e-05
582,782,3.18042e-05
583,783,2.39448e-05
584,784,1.89837e-05
585,785,1.61886e-05
586,786,1.40546e-05
587,787,1.28844e-05
588,788,1.20847e-05
589,789,1.21348e-05
590,790,1.24289e-05
591,791,1.30861e-05
592,792,1.39728e-05
593,793,1.50253e-05
594,794,1.61727e-05
595,795,1.72521e-05
596,796,1.86081e-05
597,797,1.94286e-05
598,798,2.01176e-05
599,799,1.99281e-05
600,800,1.92704e-05
601,801,1.90437e-05
602,802,1.84201e-05
603,803,1.77752e-05
604,804,1.69529e-05
605,805,1.63485e-05
606,806,1.55622e-05
607,807,1.47289e-05
608,808,1.41359e-05
609,809,1.3439e-05
610,810,1.30049e-05
611,811,1.26562e-05
612,812,1.23878e-05
613,813,1.22066e-05
614,814,1.20434e-05
615,815,1.218e-05
616,816,1.21083e-05
617,817,1.20488e-05
618,818,1.19831e-05
619,819,1.18017e-05
620,820,1.14763e-05
621,821,1.10045e-05
622,822,1.04275e-05
623,823,9.70523e-06
624,824,8.73389e-06
625,825,7.95375e-06
626,826,7.10499e-06
627,827,6.02264e-06
628,828,5.25685e-06
629,829,4.44741e-06
630,830,3.67455e-06
631,831,3.02902e-06
632,832,2.42069e-06
633,833,1.99078e-06
634,834,1.72264e-06
635,835,1.4381e-06
636,836,1.30393e-06
637,837,1.0355e-06
638,838,9.93e-07
639,839,8.28e-07
640,840,8.52e-07
641,841,6.93e-07
642,842,6.78e-07
643,843,6.38e-07
644,844,4.95e-07
645,845,5.14e-07
646,846,4.65e-07
647,847,3.37e-07
648,848,4.58e-07
649,849,3.21e-07
650,850,4.25e-07
651,851,3.34e-07
652,852,3.03e-07
653,853,3.13e-07
654,854,2.12e-07
655,855,2.41e-07
656,856,2.1e-07
657,857,2.48e-07
658,858,1.43e-07
659,859,2.73e-07
660,860,1.38e-07
661,861,1.86e-07
662,862,8.59e-08
663,863,1.91e-07
664,864,7.24e-08
665,865,1.71e-07
666,866,3.49e-08
667,867,1.8e-07
668,868,1.27e-07
669,869,1.15e-07
670,870,8.01e-08
671,871,1.55e-07
672,872,2.16e-07
673,873,1.29e-07
674,874,7.17e-08
675,875,3.44e-08
676,876,1.56e-07
677,877,1.71e-07
678,878,7.7e-08
679,879,3.15e-08
680,880,1.92e-09
681,881,6.85e-08
682,882,9.01e-08
683,883,6.98e-08
684,884,1.029e-07
685,885,1.36e-07
686,886,9.85e-08
687,887,2.96e-08
688,888,1.73e-07
689,889,8.59e-08
690,890,1.63e-07
691,891,1.34e-07
692,892,1.34e-07
693,893,1.05e-07
694,894,5.48e-08
695,895,6.62e-08
696,896,3.393e-08
697,897,1.66e-09
698,898,3.68e-08
699,899,1.4e-07
700,900,1.17e-07
701,901,3.83e-08
702,902,8.36e-09
703,903,1.09e-07
704,904,8.18e-08
705,905,5.46e-08
706,906,1.19e-07
707,907,6.43e-08
708,908,3.22e-08
709,909,2.38e-08
710,910,1.54e-08
711,911,3.665e-08
712,912,5.79e-08
713,913,3.74e-08
714,914,7.07e-08
715,915,1.04e-07
716,916,7.51e-08
717,917,6.59e-08
718,918,1.71e-08
719,919,7.42e-08
720,920,4.39e-08
721,921,5.18e-08
722,922,4.65e-08
723,923,2.92e-08
724,924,5.6e-08
725,925,1e-07
726,926,9.88e-09
727,927,1.144e-08
728,928,1.144e-08
729,929,1.3e-08
730,930,1.82e-08
731,931,5.88e-08
732,932,2.8e-08
733,933,3.83e-08
734,934,4.86e-08
735,935,4.78e-08
736,936,1.2e-08
737,937,2.15e-08
738,938,1.44e-08
739,939,6.12e-08
740,940,1.08e-07
741,941,2.72e-08
742,942,3.26e-08
743,943,1.5e-08
744,944,4.96e-08
745,945,5.4e-08
746,946,3.34e-08
747,947,3.21e-08
748,948,2.18e-08
749,949,1.75e-07
750,950,3.01e-07
751,951,4.04e-07
752,952,6.59e-07
753,953,8.17e-07
754,954,9.46e-07
755,955,8.91e-07
756,956,5.85e-07
757,957,3.73e-07
758,958,2.47e-07
759,959,8.08e-08
760,960,1.2e-07
761,961,1.51e-07
762,962,8.08e-08
763,963,1.31e-07
764,964,1.18e-07
765,965,9.88e-08
766,966,7.96e-08
767,967,1.04e-07
768,968,9.62e-08
769,969,9.62e-08
770,970,8.84e-08
771,971,1.58e-08
772,972,6.69e-08
773,973,1.41e-08
774,974,1.23e-07
775,975,1.21e-07
776,976,1.3e-07
777,977,1.39e-07
778,978,2.94e-08
779,979,5.16e-08
780,980,1.48e-07
781,981,4.37e-08
782,982,1.06e-07
783,983,1.35e-07
784,984,3.73e-07
785,985,7.82e-07
786,986,1.59214e-06
787,987,2.41149e-06
788,988,2.41769e-06
789,989,1.6349e-06
790,990,8.28e-07
791,991,4.34e-07
792,992,2.36e-07
793,993,1.57e-07
794,994,1.115e-07
795,995,1.115e-07
796,996,6.6e-08
797,997,4.69e-08
798,998,6.21e-08
799,999,5.45e-08
800,1000,3.56e-08
801,1001,7.26e-08
802,1002,3.17e-08
803,1003,7.53e-08
804,1004,2.71e-08
805,1005,1.65e-07
806,1006,3.18e-09
807,1007,6.07e-09
808,1008,8.96e-09
